Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
so it's,2,3,"[0, 21, 184, 252, 282]",[3],SDN3.tsv,S0428,S0432
ten,1,3,"[0, 196]",[3],SDN3.tsv,S0428,S0432
minutes,1,3,"[0, 269]","[3, 20]",SDN3.tsv,S0428,S0432
yeah,1,7,"[0, 4, 6, 10, 12, 14, 19, 23, 25, 29, 40, 52, 54, 56, 58, 66, 72, 74, 78, 84, 87, 95, 97, 99, 111, 118, 120, 128, 132, 136, 138, 140, 144, 146, 152, 154, 156, 158, 160, 162, 164, 166, 168, 170, 174, 176, 178, 180, 182, 184, 186, 188, 190, 194, 198, 200, 202, 204, 206, 210, 215, 217, 222, 224, 230, 239, 243, 247, 250, 252, 254, 256, 258, 260, 262, 264, 269, 271, 273, 276, 278, 286, 288, 300, 302]","[7, 9, 11, 15, 17, 26, 28, 49, 55, 57, 65, 90, 92, 94, 98, 100, 110, 112, 117, 119, 127, 131, 139, 143, 145, 151, 161, 171, 179, 185, 197, 199, 203, 205, 207, 211, 216, 220, 221, 223, 225, 227, 231, 235, 242, 246, 248, 251, 253, 257, 261, 263, 265, 267, 272, 275, 279, 281, 283, 285, 287, 289, 293, 303]",SDN3.tsv,S0428,S0432
fifteen,1,20,[0],"[20, 22]",SDN3.tsv,S0428,S0432
minutes from,2,22,[0],[22],SDN3.tsv,S0428,S0432
well,1,22,"[0, 48, 70, 101, 170, 239, 278]","[22, 61, 88, 102, 110, 119, 127, 135, 139, 169, 183, 185, 221, 229, 238, 242, 248, 255, 257, 267, 275]",SDN3.tsv,S0428,S0432
erm so,2,181,[0],[181],SDN3.tsv,S0428,S0432
go,1,9,"[2, 16, 66, 70, 97, 126, 128, 136, 142, 144, 178, 188, 194, 234, 241, 273, 276, 282]","[9, 71, 73, 110, 114, 115, 119, 127, 131, 135, 139, 143, 159, 169, 181, 193, 197, 203, 205, 214, 238, 255, 259, 277, 281, 287, 289]",SDN3.tsv,S0428,S0432
north,1,11,[2],"[11, 255, 287, 295, 299]",SDN3.tsv,S0428,S0432
