Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
like,1,27,"[2, 4, 6, 8, 16, 18, 22, 24, 26, 40, 108, 110, 116, 149, 155, 190, 201, 215]","[27, 56, 72, 84, 89, 101, 111, 121, 130, 142, 146, 148, 150, 152, 158, 211, 218, 220]",SY8A.tsv,S0187,S0384
it be,2,96,"[2, 4, 6, 8]","[96, 101]",SY8A.tsv,S0187,S0384
like the,2,101,"[4, 6, 8]",[101],SY8A.tsv,S0187,S0384
i just,2,37,"[6, 38]",[37],SY8A.tsv,S0187,S0384
be a,2,52,"[6, 8, 16, 161, 171]",[52],SY8A.tsv,S0187,S0384
think,1,60,"[6, 197]","[60, 62, 156, 158]",SY8A.tsv,S0187,S0384
just be,2,89,[6],[89],SY8A.tsv,S0187,S0384
be just,2,146,[6],[146],SY8A.tsv,S0187,S0384
it's like,2,130,[8],"[130, 142]",SY8A.tsv,S0187,S0384
frog,1,13,"[10, 26]","[13, 27]",SY8A.tsv,S0187,S0384
be that,2,33,"[10, 53]",[33],SY8A.tsv,S0187,S0384
what i,2,37,"[10, 20]",[37],SY8A.tsv,S0187,S0384
be gonna,2,62,"[10, 92]",[62],SY8A.tsv,S0187,S0384
gonna,1,124,"[10, 83, 92, 125, 159]",[124],SY8A.tsv,S0187,S0384
yeah,1,14,"[14, 20, 22, 26, 28, 34, 44, 57, 61, 65, 69, 71, 92, 106, 112, 116, 118, 122, 149, 151, 153, 165, 182, 190, 197, 208, 223]","[7, 15, 23, 68, 96, 109, 111, 144, 203, 225]",SY8A.tsv,S0187,S0384
fuck,1,16,"[16, 22, 28, 40, 44, 73, 114, 125, 159, 190, 224]","[1, 27, 103, 105, 119, 124, 194, 200, 205, 225]",SY8A.tsv,S0187,S0384
cos,1,62,"[16, 186, 201, 224]","[62, 142, 146]",SY8A.tsv,S0187,S0384
we're,1,62,"[16, 204]","[62, 124]",SY8A.tsv,S0187,S0384
be like,2,84,"[16, 190, 201]","[84, 89, 101, 121, 150, 152, 158]",SY8A.tsv,S0187,S0384
there be,2,146,"[16, 73]","[146, 162]",SY8A.tsv,S0187,S0384
with that,2,185,"[16, 159]",[185],SY8A.tsv,S0187,S0384
one,1,64,"[18, 61]","[64, 168, 227]",SY8A.tsv,S0187,S0384
everyone,1,121,"[18, 206]","[121, 152]",SY8A.tsv,S0187,S0384
love it,2,148,"[18, 149]",[148],SY8A.tsv,S0187,S0384
like that,2,148,"[18, 22, 108, 116]",[148],SY8A.tsv,S0187,S0384
it get,2,20,[20],[19],SY8A.tsv,S0187,S0384
get,1,56,"[20, 59, 61, 69, 71, 157, 201, 224]","[56, 58, 87, 150, 202, 209]",SY8A.tsv,S0187,S0384
massive,1,130,[20],[130],SY8A.tsv,S0187,S0384
go,1,54,"[22, 149, 199, 206]","[54, 134, 191, 200]",SY8A.tsv,S0187,S0384
look,1,56,"[22, 40, 100, 201]","[56, 126]",SY8A.tsv,S0187,S0384
take,1,72,"[22, 38]",[72],SY8A.tsv,S0187,S0384
as a,2,150,[22],[150],SY8A.tsv,S0187,S0384
back,1,202,"[22, 155, 206]",[202],SY8A.tsv,S0187,S0384
even,1,218,[22],"[218, 220]",SY8A.tsv,S0187,S0384
stuff,1,220,"[22, 38, 114, 116, 206, 214, 217, 221, 223]",[220],SY8A.tsv,S0187,S0384
cool cat,2,39,[24],[39],SY8A.tsv,S0187,S0384
i'm,1,64,"[24, 30, 38, 73, 83, 100]",[64],SY8A.tsv,S0187,S0384
like it,2,101,[24],[101],SY8A.tsv,S0187,S0384
try to make,3,26,[26],[25],SY8A.tsv,S0187,S0384
they'd,1,152,"[26, 122, 149, 186, 190, 199]","[152, 200]",SY8A.tsv,S0187,S0384
pen,1,33,"[32, 36]","[33, 37]",SY8A.tsv,S0187,S0384
steal,1,37,[36],[37],SY8A.tsv,S0187,S0384
i don't,2,38,"[38, 40, 73, 149, 155, 159, 201]","[27, 50, 56, 98]",SY8A.tsv,S0187,S0384
wanna,1,74,"[38, 40, 75, 201]","[74, 103]",SY8A.tsv,S0187,S0384
don't wanna,2,103,"[38, 40, 201]",[103],SY8A.tsv,S0187,S0384
to be,2,158,[38],[158],SY8A.tsv,S0187,S0384
mr,1,40,[40],[39],SY8A.tsv,S0187,S0384
like a,2,56,"[40, 110, 155]","[56, 130]",SY8A.tsv,S0187,S0384
don't care,2,42,[42],[41],SY8A.tsv,S0187,S0384
i've,1,44,"[44, 71, 73, 114, 159]","[43, 66]",SY8A.tsv,S0187,S0384
know,1,50,"[44, 73, 149, 157, 159, 206, 221, 223]","[50, 62, 98, 117, 152, 96]",SY8A.tsv,S0187,S0384
you know,2,96,[44],"[96, 152]",SY8A.tsv,S0187,S0384
probably,1,150,[44],[150],SY8A.tsv,S0187,S0384
man,1,164,[51],"[164, 183, 187, 189]",SY8A.tsv,S0187,S0384
book,1,62,[53],[62],SY8A.tsv,S0187,S0384
actually,1,62,"[53, 221, 223]",[62],SY8A.tsv,S0187,S0384
america,1,55,[55],"[54, 58]",SY8A.tsv,S0187,S0384
get to,2,59,[59],[58],SY8A.tsv,S0187,S0384
two,1,61,[61],"[43, 56, 72]",SY8A.tsv,S0187,S0384
a week,2,61,[61],[56],SY8A.tsv,S0187,S0384
weeks,1,61,[61],"[56, 62]",SY8A.tsv,S0187,S0384
two or three weeks,4,61,[61],[60],SY8A.tsv,S0187,S0384
week,1,64,[61],[64],SY8A.tsv,S0187,S0384
three,1,68,"[61, 69, 118]",[68],SY8A.tsv,S0187,S0384
for that,2,200,[61],[200],SY8A.tsv,S0187,S0384
modules,1,68,[67],[68],SY8A.tsv,S0187,S0384
don't know,2,73,[73],"[50, 98]",SY8A.tsv,S0187,S0384
really,1,73,"[73, 92]","[56, 113, 218]",SY8A.tsv,S0187,S0384
know what,2,96,"[73, 159]",[96],SY8A.tsv,S0187,S0384
gotta,1,209,[73],[209],SY8A.tsv,S0187,S0384
dog,1,79,[79],"[74, 76, 78, 80]",SY8A.tsv,S0187,S0384
beer,1,88,[88],"[86, 87]",SY8A.tsv,S0187,S0384
he'll be,2,90,[90],[89],SY8A.tsv,S0187,S0384
and he'll be,3,91,[90],[91],SY8A.tsv,S0187,S0384
in here for,3,130,[100],[130],SY8A.tsv,S0187,S0384
read,1,104,"[104, 114, 116]","[43, 62, 64, 66, 91, 103]",SY8A.tsv,S0187,S0384
language,1,104,"[104, 149]",[52],SY8A.tsv,S0187,S0384
pretty,1,104,"[104, 186]","[56, 105]",SY8A.tsv,S0187,S0384
fifteen hundreds,2,104,[104],[101],SY8A.tsv,S0187,S0384
fifteen,1,104,[104],[101],SY8A.tsv,S0187,S0384
around,1,117,[104],"[117, 132]",SY8A.tsv,S0187,S0384
they write,2,109,"[106, 108]",[109],SY8A.tsv,S0187,S0384
it like,2,108,[108],[72],SY8A.tsv,S0187,S0384
have to read,3,114,"[114, 116]","[62, 64]",SY8A.tsv,S0187,S0384
well,1,116,"[116, 149, 204, 206]","[41, 43]",SY8A.tsv,S0187,S0384
have to,2,116,"[116, 206, 221, 223]","[62, 64]",SY8A.tsv,S0187,S0384
four,1,118,"[118, 131, 161]","[70, 130, 152, 162]",SY8A.tsv,S0187,S0384
ten,1,118,[118],[115],SY8A.tsv,S0187,S0384
romans,1,119,[118],[119],SY8A.tsv,S0187,S0384
the romans,2,121,[118],[121],SY8A.tsv,S0187,S0384
forty,1,130,[118],[130],SY8A.tsv,S0187,S0384
in four,2,162,[118],[162],SY8A.tsv,S0187,S0384
english,1,120,[120],[117],SY8A.tsv,S0187,S0384
and then,2,198,[120],[198],SY8A.tsv,S0187,S0384
be in,2,130,"[122, 149, 201]","[130, 196]",SY8A.tsv,S0187,S0384
this fuck,2,125,[125],[27],SY8A.tsv,S0187,S0384
build this fuck wall,4,125,[125],[124],SY8A.tsv,S0187,S0384
window,1,127,[127],[126],SY8A.tsv,S0187,S0384
there'd be,2,142,[127],[142],SY8A.tsv,S0187,S0384
four ad,2,131,[131],"[130, 162]",SY8A.tsv,S0187,S0384
there's just nothing,3,132,[131],[132],SY8A.tsv,S0187,S0384
there's,1,146,"[131, 137]",[146],SY8A.tsv,S0187,S0384
hole,1,135,[135],"[134, 136, 142]",SY8A.tsv,S0187,S0384
wookey hole,2,137,[137],"[134, 136, 142]",SY8A.tsv,S0187,S0384
cheddar gorge,2,141,[141],"[138, 140]",SY8A.tsv,S0187,S0384
gorge,1,141,[141],"[138, 140]",SY8A.tsv,S0187,S0384
place,1,143,[143],[121],SY8A.tsv,S0187,S0384
cave,1,143,[143],"[132, 142, 144, 146]",SY8A.tsv,S0187,S0384
i don't know,3,149,"[149, 159]","[50, 98]",SY8A.tsv,S0187,S0384
end,1,149,"[149, 214]","[52, 70]",SY8A.tsv,S0187,S0384
go to,2,149,[149],[54],SY8A.tsv,S0187,S0384
we be,2,149,[149],[62],SY8A.tsv,S0187,S0384
we'd,1,149,"[149, 206, 221, 223]","[126, 128, 150, 202]",SY8A.tsv,S0187,S0384
tardis,1,149,[149],[128],SY8A.tsv,S0187,S0384
we be in,3,149,[149],[130],SY8A.tsv,S0187,S0384
and we,2,149,[149],[130],SY8A.tsv,S0187,S0384
they'd all be,3,152,[149],[152],SY8A.tsv,S0187,S0384
they'd all,2,152,[149],[152],SY8A.tsv,S0187,S0384
i know,2,157,[157],[62],SY8A.tsv,S0187,S0384
taller,1,157,[157],[152],SY8A.tsv,S0187,S0384
nothing,1,159,[159],[132],SY8A.tsv,S0187,S0384
i think,2,161,[161],"[60, 62, 156, 158]",SY8A.tsv,S0187,S0384
or whatever,2,161,"[161, 172]",[91],SY8A.tsv,S0187,S0384
imagine,1,161,"[161, 206]","[121, 130, 148]",SY8A.tsv,S0187,S0384
i'd,1,161,"[161, 165, 190]","[134, 148, 198, 150, 152]",SY8A.tsv,S0187,S0384
i'd be,2,161,"[161, 165]","[150, 152]",SY8A.tsv,S0187,S0384
five,1,161,[161],"[158, 162]",SY8A.tsv,S0187,S0384
five five,2,162,[161],[162],SY8A.tsv,S0187,S0384
be the,2,165,"[165, 206]","[160, 164]",SY8A.tsv,S0187,S0384
would,1,169,"[169, 197, 201]","[25, 162]",SY8A.tsv,S0187,S0384
ad,1,171,"[171, 201]","[130, 162]",SY8A.tsv,S0187,S0384
g,1,172,[172],[80],SY8A.tsv,S0187,S0384
jesus christ,2,172,[172],[166],SY8A.tsv,S0187,S0384
but then,2,174,[174],[150],SY8A.tsv,S0187,S0384
england,1,184,[184],[56],SY8A.tsv,S0187,S0384
on earth,2,184,[184],[183],SY8A.tsv,S0187,S0384
shit,1,186,[186],"[17, 103]",SY8A.tsv,S0187,S0384
tall friend,2,188,[188],[187],SY8A.tsv,S0187,S0384
tall,1,188,[188],[187],SY8A.tsv,S0187,S0384
turn,1,190,[190],"[46, 62]",SY8A.tsv,S0187,S0384
fuck hell,2,205,[190],[205],SY8A.tsv,S0187,S0384
what's,1,193,[193],[191],SY8A.tsv,S0187,S0384
think we be,3,197,[197],[62],SY8A.tsv,S0187,S0384
yeah they,2,197,[197],[109],SY8A.tsv,S0187,S0384
circus,1,197,[197],[196],SY8A.tsv,S0187,S0384
ring,1,201,[201],[21],SY8A.tsv,S0187,S0384
just get,2,201,[201],[56],SY8A.tsv,S0187,S0384
get back,2,202,[201],[202],SY8A.tsv,S0187,S0384
each other,2,211,"[201, 214, 215]",[211],SY8A.tsv,S0187,S0384
somehow,1,204,[204],[202],SY8A.tsv,S0187,S0384
imagine if,2,206,[206],[130],SY8A.tsv,S0187,S0384
swedish helicopter stuff,3,221,[221],[220],SY8A.tsv,S0187,S0384
cos i,2,224,[224],[62],SY8A.tsv,S0187,S0384
