Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
do that one,3,1,[0],[1],SKJ6.tsv,S0254,S0253
know,1,9,"[0, 10, 21, 25, 39, 99, 129, 135, 156, 166, 190, 194, 198, 200, 202, 261, 283, 304, 306, 308, 314, 324, 330, 332, 344, 366, 368, 382, 711, 715, 789, 795, 915, 933, 938, 950, 980, 1000, 1010, 1012, 1021, 1025, 1072, 1102, 1119, 1159, 1229]","[9, 52, 118, 136, 138, 140, 149, 167, 171, 173, 199, 203, 205, 229, 242, 244, 246, 254, 266, 276, 280, 335, 349, 405, 451, 454, 480, 484, 488, 491, 497, 524, 582, 604, 626, 647, 757, 924, 930, 932, 1009, 1028, 1040, 1095, 1174, 1193, 131, 134, 195, 264, 843, 934, 1005, 1017, 1209]",SKJ6.tsv,S0254,S0253
get,1,34,"[0, 12, 43, 109, 123, 135, 154, 188, 228, 267, 273, 281, 294, 346, 384, 471, 569, 609, 648, 683, 693, 715, 746, 768, 793, 806, 830, 834, 836, 919, 927, 942, 980, 982, 986, 1006, 1023, 1072, 1127, 1161, 1233, 1237]","[34, 42, 65, 74, 118, 126, 138, 153, 195, 197, 215, 219, 260, 264, 278, 280, 313, 327, 345, 375, 411, 468, 476, 521, 556, 578, 582, 620, 672, 692, 702, 729, 743, 753, 797, 823, 831, 897, 903, 965, 973, 975, 991, 995, 1017, 1032, 1040, 1091, 1105, 1118, 1122, 1124, 1126, 1181, 1199, 1203, 171, 175, 451, 522, 528, 544, 1248]",SKJ6.tsv,S0254,S0253
one,1,34,"[0, 43, 156, 306, 366, 370, 376, 601, 611, 615, 621, 681, 736, 762, 793, 853, 917, 986, 1012, 1018, 1038, 1049, 1151, 1153]","[34, 42, 57, 80, 118, 278, 299, 363, 369, 375, 538, 544, 600, 602, 606, 614, 630, 647, 649, 651, 702, 763, 803, 887, 932, 1017, 1083, 1107, 1124, 1134, 1140, 1166, 1178, 1182, 1195, 357, 655, 657, 659, 1181]",SKJ6.tsv,S0254,S0253
around,1,55,"[0, 1233]","[55, 138, 250, 1164]",SKJ6.tsv,S0254,S0253
cos,1,68,"[0, 18, 27, 39, 62, 75, 109, 145, 160, 261, 304, 332, 334, 340, 652, 658, 715, 778, 793, 942, 1078, 1084, 1100, 1139, 1175, 1177, 1231, 1237]","[68, 70, 74, 120, 131, 136, 138, 140, 213, 250, 349, 447, 486, 497, 580, 582, 612, 633, 672, 737, 773, 845, 965, 973, 1089, 1148, 1181, 1193]",SKJ6.tsv,S0254,S0253
and i,2,70,"[0, 27, 273, 715, 778, 1010, 1080, 1084]","[70, 120, 363, 419, 476, 588, 626, 825, 827, 1009, 1035, 1195, 349]",SKJ6.tsv,S0254,S0253
i've,1,100,"[0, 31, 43, 565, 650, 980, 986, 1151]","[100, 203, 242, 345, 349, 355, 566, 829, 962, 964, 1148, 1186, 1240, 171, 175, 264, 451, 522, 528, 544, 743, 1248]",SKJ6.tsv,S0254,S0253
i know,2,131,"[0, 10, 25, 129, 190, 283, 304, 308, 330, 332, 382, 711, 789, 795, 915, 933, 1010, 1021, 1025, 1102, 1119, 1229]","[131, 134, 195, 242, 244, 264, 349, 843, 932, 934, 1005, 1017, 1209]",SKJ6.tsv,S0254,S0253
we've,1,167,"[0, 693, 830, 834]","[167, 345, 521, 620, 702, 743, 831]",SKJ6.tsv,S0254,S0253
i've get,2,171,"[0, 43, 980, 986]","[171, 175, 264, 451, 522, 528, 544, 743, 1248]",SKJ6.tsv,S0254,S0253
afternoon,1,173,"[0, 459, 1109]",[173],SKJ6.tsv,S0254,S0253
nice,1,173,"[0, 4, 16, 85, 156, 597, 707, 715, 842, 1004, 1222]","[173, 399, 526, 651, 749, 803, 1024, 1093, 387, 522, 708]",SKJ6.tsv,S0254,S0253
do that,2,175,"[0, 259, 378, 380, 617, 942]","[175, 743, 771, 883]",SKJ6.tsv,S0254,S0253
but i,2,201,"[0, 27, 310, 328, 591, 644, 795, 927, 1010]","[201, 217, 242, 244, 280, 345, 349, 359, 488, 497, 521, 901, 934, 971, 1026, 1107]",SKJ6.tsv,S0254,S0253
and and,2,252,[0],"[252, 280, 474, 1026, 1214]",SKJ6.tsv,S0254,S0253
get an,2,280,"[0, 109]","[280, 345]",SKJ6.tsv,S0254,S0253
and i know,3,349,"[0, 1010]",[349],SKJ6.tsv,S0254,S0253
that one,2,357,"[0, 306, 366, 601]","[357, 655, 657, 659, 1181]",SKJ6.tsv,S0254,S0253
be nice,2,387,"[0, 16]","[387, 522, 708]",SKJ6.tsv,S0254,S0253
so that'll be,3,538,[0],[538],SKJ6.tsv,S0254,S0253
that'll be,2,879,[0],[879],SKJ6.tsv,S0254,S0253
that so,2,949,[0],"[949, 1107]",SKJ6.tsv,S0254,S0253
we do,2,2,[2],[1],SKJ6.tsv,S0254,S0253
yeah,1,15,"[2, 8, 10, 14, 29, 35, 45, 79, 101, 137, 139, 152, 168, 174, 176, 186, 214, 235, 237, 241, 245, 247, 255, 257, 261, 267, 269, 281, 287, 300, 308, 314, 320, 322, 326, 336, 346, 350, 358, 360, 362, 364, 374, 390, 394, 398, 400, 402, 406, 414, 416, 421, 431, 433, 453, 457, 463, 469, 475, 477, 481, 483, 489, 494, 496, 498, 502, 504, 506, 508, 535, 539, 547, 563, 567, 571, 573, 575, 603, 642, 650, 656, 669, 681, 685, 705, 721, 724, 732, 738, 740, 748, 752, 754, 772, 774, 798, 800, 846, 860, 872, 878, 894, 898, 900, 913, 925, 933, 940, 963, 980, 998, 1018, 1021, 1023, 1025, 1027, 1049, 1055, 1070, 1080, 1094, 1098, 1104, 1111, 1129, 1137, 1151, 1165, 1167, 1173, 1206, 1212, 1239, 1241, 1243, 1247]","[15, 17, 20, 28, 34, 40, 68, 74, 88, 93, 104, 114, 155, 157, 161, 165, 184, 185, 193, 195, 201, 233, 274, 309, 317, 331, 343, 347, 353, 361, 363, 367, 371, 381, 383, 385, 387, 393, 419, 444, 501, 509, 515, 521, 526, 534, 548, 554, 558, 564, 582, 592, 629, 637, 641, 647, 659, 666, 690, 759, 765, 769, 792, 813, 865, 899, 918, 924, 947, 960, 967, 983, 985, 987, 991, 1001, 1009, 1013, 1015, 1017, 1024, 1037, 1046, 1048, 1067, 1071, 1073, 1085, 1091, 1101, 1107, 1114, 1144, 1168, 1184, 1189, 1209, 1216, 1234, 1236, 1246, 1259]",SKJ6.tsv,S0254,S0253
and then,2,252,"[2, 14, 154, 310, 384, 778, 793, 884, 898, 986, 988, 1023, 1047, 1078, 1231]","[252, 355, 357, 359, 422, 451, 454, 458, 468, 470, 472, 486, 488, 495, 538, 587, 903, 1017, 1026, 1032, 1083, 1110, 582]",SKJ6.tsv,S0254,S0253
